typ;px;langd_m;bredd_m;azimut;topp_m;takmedian_m;kanal;E_min;E_max;N_min;N_max;E_centrum;N_centrum;korsar_tilegrans
STUMP?;19;13.0;2.4;166.1;50.5;18.5;bygg;674545;674548;6580429;6580439;674546;6580434;0
STUMP?;11;4.6;4.0;64.1;50.5;9.0;veg;671085;671088;6576131;6576134;671086;6576133;0
STUMP?;27;17.3;2.3;39.6;50.0;20.5;bygg;673265;673274;6581159;6581170;673269;6581164;0
STUMP?;16;11.6;2.3;50.5;50.0;21.5;bygg;673276;673283;6581166;6581172;673279;6581169;1
STUMP?;11;7.7;3.6;20.2;49.5;20.0;veg;675332;675335;6577711;6577717;675334;6577714;0
STUMP?;12;4.3;4.1;153.4;49.5;10.0;veg;677313;677316;6578699;6578702;677315;6578701;0
STUMP?;19;5.7;4.6;141.5;49.5;12.5;veg;668643;668647;6577951;6577955;668645;6577953;0
STUMP?;15;7.8;3.0;34.0;48.0;19.5;bygg;676271;676275;6578816;6578821;676273;6578819;0
STUMP?;29;11.2;8.3;148.4;48.0;11.5;veg;675235;675243;6577833;6577843;675239;6577838;0
STUMP?;9;6.0;2.2;113.6;48.0;19.5;bygg+veg;676996;677000;6578623;6578625;676998;6578624;0
STUMP?;11;9.8;3.6;116.6;47.5;0.0;veg;674523;674529;6584846;6584850;674526;6584848;0
STUMP?;32;9.5;8.3;39.2;47.5;18.5;veg;675600;675607;6576677;6576684;675604;6576681;0
STUMP?;20;9.5;3.3;120.2;46.5;19.5;bygg;670789;670796;6585008;6585013;670792;6585010;0
STUMP?;13;9.4;3.2;47.9;46.0;12.5;veg;666567;666572;6575088;6575093;666569;6575091;0
STUMP?;11;5.2;3.2;55.0;46.0;17.5;bygg;676208;676211;6583133;6583136;676209;6583135;0
STUMP?;10;5.7;3.1;177.3;46.0;12.0;veg;677634;677636;6576368;6576372;677635;6576370;0
STUMP?;22;6.3;5.7;96.3;45.5;20.5;bygg;673001;673006;6582438;6582443;673004;6582440;0
STUMP?;34;10.0;5.2;137.4;45.5;20.0;bygg;675114;675121;6578273;6578280;675117;6578276;0
STUMP?;33;9.7;7.6;8.8;45.5;17.0;bygg;675168;675176;6579393;6579401;675171;6579397;0
STUMP?;14;4.4;4.4;90.0;45.5;13.5;bygg;675311;675315;6576755;6576758;675313;6576756;0
STUMP?;18;7.5;4.7;97.2;45.5;18.5;bygg;668967;668973;6583082;6583086;668971;6583084;0
STUMP?;23;6.9;4.8;139.8;45.0;16.5;veg;674980;674985;6582508;6582513;674982;6582511;0
STUMP?;12;7.1;3.6;177.0;45.0;9.5;veg;670155;670157;6583880;6583885;670156;6583882;0
STUMP?;23;8.8;4.5;93.1;45.0;17.5;bygg+veg;678764;678771;6579618;6579622;678768;6579621;0
STUMP?;31;10.3;6.8;124.7;44.5;17.0;bygg;675176;675185;6579411;6579418;675181;6579414;0
STUMP?;10;6.9;5.2;150.3;44.5;10.5;veg;671104;671108;6578607;6578612;671107;6578610;0
STUMP?;31;8.8;7.0;61.7;44.5;17.0;bygg;675181;675189;6579398;6579405;675185;6579401;0
STUMP?;23;10.5;3.2;67.9;44.5;17.5;bygg+veg;675248;675256;6580344;6580349;675252;6580347;0
STUMP?;23;6.2;5.3;130.7;44.0;8.5;bygg;674565;674570;6575012;6575017;674568;6575015;0
STUMP?;9;4.7;3.2;46.1;43.5;11.5;veg;671645;671648;6577810;6577813;671646;6577811;0
STUMP?;37;12.9;5.8;15.3;43.0;17.5;bygg+veg;678744;678751;6579611;6579622;678746;6579618;0
STUMP?;27;17.0;2.7;48.2;43.0;11.5;veg;666604;666615;6575123;6575132;666610;6575127;0
STUMP?;13;14.2;1.5;139.3;43.0;6.5;veg;675302;675309;6584551;6584559;675306;6584555;0
STUMP?;17;6.7;4.3;122.2;43.0;16.5;bygg;670531;670536;6583924;6583928;670533;6583925;0
STUMP?;24;7.0;5.2;70.9;42.5;16.5;veg;675097;675103;6582451;6582456;675101;6582454;0
STUMP?;9;4.3;3.1;168.0;42.5;13.0;veg;674179;674181;6576973;6576976;674180;6576974;0
STUMP?;22;17.0;1.9;140.2;42.5;4.0;veg;675407;675416;6584413;6584424;675412;6584419;0
STUMP?;10;6.8;3.4;95.9;42.5;11.5;veg;675252;675257;6577817;6577819;675255;6577818;0
STUMP?;12;5.1;3.3;91.9;42.0;11.0;bygg;670181;670185;6579555;6579557;670183;6579556;0
STUMP?;10;5.0;4.2;45.0;42.0;0.0;veg;674478;674482;6584874;6584878;674480;6584876;0
STUMP?;17;12.3;2.2;110.7;41.5;12.0;veg;677599;677608;6576391;6576395;677604;6576393;0
STUMP?;29;6.7;5.9;159.6;41.5;12.5;veg;676074;676079;6584136;6584142;676077;6584139;0
STUMP?;9;3.5;3.5;0.0;41.5;11.5;bygg;670316;670318;6577271;6577273;670317;6577272;0
STUMP?;8;9.3;1.5;134.2;41.0;2.25;veg;674540;674545;6584829;6584833;674542;6584831;1
STUMP?;22;8.1;6.5;156.0;40.5;11.5;veg;675296;675303;6577750;6577757;675299;6577753;0
STUMP?;17;7.7;5.6;112.2;40.5;10.5;veg;671151;671158;6578514;6578519;671154;6578517;0
STUMP?;16;7.5;5.0;179.8;40.5;10.5;veg;671137;671141;6578547;6578552;671139;6578550;0
STUMP?;18;9.2;2.9;166.8;40.0;9.5;bygg;677362;677365;6575920;6575927;677363;6575924;0
STUMP?;9;6.6;2.5;63.6;40.0;11.5;veg;670937;670942;6578930;6578932;670940;6578931;0
STUMP?;11;4.3;3.9;125.0;39.5;12.0;bygg;668920;668923;6576255;6576258;668921;6576256;0
STUMP?;10;6.2;2.6;161.2;39.5;11.5;veg;675283;675285;6577772;6577776;675284;6577774;0
STUMP?;27;11.5;5.6;114.7;39.5;11.5;veg;675310;675319;6577723;6577729;675315;6577726;0
STUMP?;17;8.3;5.0;104.8;39.5;10.5;veg;671085;671092;6578640;6578645;671088;6578643;0
STUMP?;20;18.0;1.9;62.6;39.5;9.5;veg;666978;666990;6575334;6575341;666984;6575338;0
STUMP?;21;10.2;3.3;159.8;39.5;9.5;veg;677364;677368;6575910;6575918;677366;6575914;0
STUMP?;9;9.2;1.7;59.5;39.5;9.5;veg;666700;666705;6575189;6575193;666703;6575191;0
STUMP?;9;4.0;3.3;172.4;39.0;12.5;veg;669877;669879;6577659;6577662;669878;6577660;0
STUMP?;23;11.3;4.5;138.3;39.0;11.5;veg;675261;675268;6577783;6577792;675265;6577788;0
STUMP?;26;9.4;5.6;94.1;39.0;11.5;veg;675322;675330;6577717;6577722;675326;6577719;1
STUMP?;14;12.5;1.8;62.4;39.0;9.5;veg;666707;666715;6575193;6575198;666711;6575195;0
STUMP?;9;6.0;2.4;153.3;39.0;11.5;veg;675261;675263;6577794;6577798;675262;6577796;0
STUMP?;8;5.5;2.9;131.9;38.5;10.0;veg;673305;673308;6575402;6575405;673307;6575403;0
STUMP?;9;4.9;3.0;14.0;38.5;9.5;veg;669978;669980;6583918;6583921;669979;6583919;0
STUMP?;30;17.3;5.2;2.4;38.5;11.5;veg;675251;675256;6577800;6577814;675254;6577807;0
STUMP?;25;8.5;4.6;10.6;38.5;12.0;bygg;674639;674643;6582837;6582844;674641;6582841;0
STUMP?;11;8.0;2.1;143.1;38.5;8.5;veg;670545;670549;6579455;6579460;670547;6579458;0
STUMP?;18;15.5;1.6;144.9;38.5;11.5;veg;675249;675256;6577830;6577841;675253;6577835;0
STUMP?;22;12.3;3.0;130.9;38.5;11.5;veg;674271;674280;6585068;6585074;674276;6585071;0
STUMP?;16;5.6;4.3;143.6;38.0;7.5;veg;673111;673115;6575265;6575269;673113;6575267;0
STUMP?;15;10.1;2.6;11.1;38.0;9.0;veg;666217;666219;6580018;6580026;666218;6580022;0
STUMP?;25;12.7;5.6;128.4;38.0;0.0;veg;674501;674511;6584848;6584856;674506;6584852;0
STUMP?;10;10.4;1.4;145.9;38.0;11.5;veg;675243;675247;6577843;6577850;675245;6577846;0
STUMP?;12;12.7;2.0;61.6;38.0;9.5;veg;666717;666725;6575198;6575203;666721;6575200;0
STUMP?;11;4.8;3.8;33.0;38.0;5.5;bygg;676738;676741;6580348;6580352;676739;6580350;0
STUMP?;13;8.0;4.0;161.9;37.5;11.5;veg;675244;675248;6577824;6577830;675246;6577827;0
STUMP?;8;3.7;3.3;90.0;37.5;10.5;veg;671809;671811;6579026;6579028;671810;6579027;0
STUMP?;11;7.9;3.2;37.9;37.5;10.5;veg;671170;671174;6578483;6578488;671172;6578485;0
STUMP?;19;13.4;2.5;47.4;37.0;8.0;bygg;671864;671872;6576435;6576443;671868;6576439;0
STUMP?;13;13.3;1.5;141.9;37.0;11.5;bygg;675267;675273;6577807;6577815;675270;6577811;0
STUMP?;23;15.7;2.1;103.9;36.5;11.5;veg;674227;674239;6585092;6585096;674233;6585094;0
STUMP?;14;13.4;2.2;62.1;36.5;9.5;veg;666744;666753;6575213;6575218;666748;6575215;0
STUMP?;14;8.5;3.2;157.6;36.5;11.5;bygg+veg;675262;675265;6577814;6577820;675264;6577817;0
STUMP?;10;11.2;1.6;57.0;36.5;9.5;veg;666732;666739;6575206;6575210;666735;6575208;0
STUMP?;15;16.7;1.6;63.2;36.0;8.0;veg;667227;667238;6575461;6575467;667233;6575464;0
STUMP?;11;10.5;2.0;57.1;36.0;9.5;veg;667009;667016;6575351;6575355;667013;6575353;0
STUMP?;40;8.8;6.3;6.7;35.5;0.0;veg;675011;675016;6583397;6583405;675014;6583400;0
STUMP?;14;13.3;1.7;64.9;35.5;9.5;veg;666783;666792;6575233;6575238;666788;6575236;0
STUMP?;12;12.5;1.4;133.6;35.5;0.0;veg;674491;674498;6584861;6584867;674494;6584864;0
STUMP?;15;12.4;2.3;62.1;35.5;9.5;veg;666764;666773;6575224;6575228;666768;6575226;0
STUMP?;8;10.0;1.5;64.5;35.5;9.5;veg;667020;667026;6575356;6575359;667023;6575358;0
STUMP?;29;7.9;5.5;40.4;35.0;10.0;veg;672613;672619;6583826;6583832;672616;6583829;0
STUMP?;15;16.2;1.7;65.1;35.0;8.0;veg;667213;667225;6575454;6575459;667219;6575457;0
klump;137;14.9;13.5;5.3;127.5;14.5;veg;676412;676425;6583510;6583524;676418;6583517;0
klump;49;15.8;9.2;120.7;127.0;9.5;bygg;677838;677851;6581529;6581539;677845;6581534;0
klump;907;49.8;25.6;47.8;125.5;21.5;bygg+veg;672506;672547;6582503;6582544;672527;6582523;0
klump;251;19.5;19.0;73.9;119.5;7.0;bygg;676167;676188;6580102;6580123;676177;6580112;0
klump;707;55.6;20.4;51.2;117.0;21.5;bygg;672442;672488;6582451;6582491;672466;6582473;0
klump;286;20.1;19.7;116.6;105.5;11.5;bygg+veg;676395;676415;6577565;6577587;676405;6577576;0
klump;1435;49.7;49.1;76.1;104.5;14.0;bygg+veg;675521;675571;6577623;6577679;675551;6577652;1
klump;174;16.4;15.6;55.7;104.5;23.0;bygg+veg;674129;674144;6580931;6580946;674137;6580938;0
klump;67;9.8;9.4;28.0;103.5;11.5;veg;676283;676291;6583493;6583502;676287;6583497;0
klump;295;20.9;20.2;65.2;103.0;21.0;bygg;673855;673875;6580473;6580493;673865;6580484;0
klump;70;11.5;7.9;154.3;101.5;20.0;bygg;675670;675678;6577901;6577911;675674;6577906;0
klump;44;8.7;7.8;5.7;97.5;7.0;bygg+veg;676211;676219;6580142;6580151;676216;6580146;0
klump;258;22.1;19.0;6.9;93.0;15.5;bygg+veg;677523;677544;6582419;6582445;677533;6582432;0
klump;784;48.2;34.5;92.8;92.5;21.5;bygg+veg;672805;672873;6578039;6578075;672843;6578056;0
klump;675;53.0;20.0;72.0;91.0;26.0;bygg+veg;670600;670650;6585317;6585343;670623;6585333;0
klump;651;46.6;22.4;4.9;88.5;15.0;bygg;671589;671611;6580442;6580483;671602;6580462;0
klump;52;10.7;9.2;168.3;88.5;7.0;bygg;676119;676129;6580131;6580143;676124;6580137;0
klump;535;36.6;20.4;28.0;88.0;21.5;bygg+veg;672773;672800;6578063;6578097;672786;6578081;0
klump;188;17.8;14.5;123.4;87.0;17.0;bygg;674752;674772;6580160;6580178;674762;6580169;0
klump;464;24.7;24.5;47.5;86.5;22.0;bygg;674694;674718;6579142;6579167;674706;6579154;0
klump;670;45.7;23.7;12.3;86.5;20.5;bygg;674916;674945;6578815;6578858;674931;6578835;0
klump;109;12.5;12.0;69.4;85.0;21.0;bygg;674287;674299;6581821;6581833;674293;6581827;0
klump;1678;63.8;63.6;58.2;83.0;18.5;bygg+veg;675368;675423;6576862;6576911;675396;6576886;0
klump;741;55.0;39.4;80.4;82.5;13.5;bygg+veg;671039;671111;6575260;6575305;671079;6575282;0
klump;967;51.4;25.6;163.1;82.5;20.0;bygg+veg;675312;675342;6578173;6578220;675326;6578196;1
klump;137;20.9;12.3;26.2;81.5;20.5;bygg;674952;674966;6578829;6578851;674959;6578841;0
klump;4462;152.4;119.3;109.1;80.0;6.0;bygg+veg;670292;670434;6577055;6577162;670360;6577109;1
klump;413;66.9;62.8;149.2;80.0;16.5;veg;674837;674910;6579823;6579900;674870;6579866;0
klump;59;10.6;10.3;157.6;80.0;10.0;veg;676974;676982;6578770;6578779;676978;6578774;0
klump;549;35.5;23.5;152.0;77.5;17.5;bygg;673316;673344;6583091;6583128;673330;6583109;0
klump;1284;72.9;25.5;0.5;77.5;18.5;bygg;675612;675639;6576760;6576842;675626;6576807;0
klump;70;10.1;9.4;20.6;77.5;19.5;veg;675950;675959;6581250;6581259;675955;6581255;0
klump;88;11.0;10.8;25.0;77.5;20.5;bygg+veg;672879;672889;6579335;6579345;672884;6579340;0
klump;461;33.1;20.9;118.8;77.0;22.5;bygg+veg;670914;670948;6581732;6581758;670931;6581744;0
klump;561;110.8;77.5;176.9;76.5;17.5;bygg+veg;675790;675870;6579304;6579399;675832;6579348;1
klump;517;36.1;20.4;31.7;76.5;19.5;bygg+veg;672716;672743;6578087;6578118;672729;6578104;0
klump;87;11.3;10.8;100.0;76.5;20.5;bygg+veg;672874;672885;6579353;6579363;672880;6579358;0
klump;241;21.6;18.2;28.6;76.0;15.5;bygg+veg;677507;677527;6582444;6582467;677517;6582457;0
klump;1097;89.8;43.0;22.2;75.5;17.0;bygg+veg;674910;674975;6579635;6579737;674937;6579667;1
klump;435;32.8;20.5;47.9;75.5;19.5;bygg;672657;672687;6578116;6578143;672672;6578130;0
klump;42;7.8;7.6;57.9;74.5;8.0;veg;669115;669121;6585019;6585026;669118;6585023;0
klump;674;55.6;23.0;151.9;73.5;15.5;bygg+veg;677478;677516;6582404;6582451;677495;6582428;0
klump;112;16.5;11.2;110.5;73.0;17.5;bygg+veg;678785;678797;6579611;6579623;678792;6579618;0
klump;78;10.4;9.9;152.8;72.0;18.0;bygg;674428;674437;6582369;6582378;674433;6582374;0
klump;170;19.5;11.8;154.4;71.0;23.0;bygg;674269;674283;6581225;6581243;674276;6581234;0
klump;215;23.6;13.9;111.2;69.0;21.5;bygg;674291;674314;6581240;6581257;674304;6581250;1
klump;47;17.7;3.6;87.7;69.0;16.5;veg;674933;674949;6579872;6579875;674941;6579873;0
klump;678;49.0;21.4;67.2;68.0;26.0;bygg+veg;670388;670433;6585213;6585244;670410;6585229;0
klump;713;54.3;19.4;59.8;67.5;25.0;bygg+veg;674299;674344;6581142;6581177;674322;6581159;1
klump;1559;150.6;17.8;152.4;67.5;19.5;bygg+veg;670770;670846;6585008;6585119;670809;6585066;0
klump;302;24.3;19.0;16.8;67.0;20.5;bygg;673135;673155;6580830;6580853;673145;6580841;0
klump;696;48.9;21.0;66.2;67.0;26.0;bygg+veg;670367;670413;6585259;6585290;670389;6585274;0
klump;676;51.5;18.5;64.0;67.0;21.0;bygg+veg;674254;674299;6581265;6581298;674275;6581283;0
klump;713;47.9;21.8;67.2;67.0;26.0;bygg+veg;670346;670390;6585305;6585335;670368;6585320;0
klump;529;54.3;19.1;65.7;66.5;21.0;bygg+veg;674239;674284;6581306;6581339;674262;6581325;0
klump;349;105.1;43.1;49.7;66.5;15.5;bygg+veg;669076;669152;6584058;6584129;669115;6584084;0
klump;338;22.1;21.0;97.6;65.5;21.5;bygg+veg;674366;674387;6581437;6581457;674377;6581447;0
klump;740;51.7;19.6;62.0;64.5;25.0;bygg+veg;674284;674329;6581185;6581218;674306;6581202;1
klump;1854;121.5;31.0;117.5;64.0;26.0;bygg+veg;670582;670683;6584973;6585039;670631;6585001;0
klump;185;18.0;17.2;173.1;63.0;20.0;bygg;675771;675787;6578893;6578910;675779;6578901;0
klump;1739;106.6;54.8;97.6;62.5;12.0;bygg+veg;672501;672595;6577507;6577575;672543;6577545;0
klump;149;15.1;13.5;154.4;62.5;17.0;bygg;674337;674351;6580201;6580215;674344;6580208;0
klump;1022;69.7;22.7;163.6;62.5;19.5;bygg+veg;670855;670889;6584858;6584919;670871;6584889;0
klump;6071;309.7;118.2;60.8;62.0;20.0;bygg+veg;672209;672473;6582740;6582932;672354;6582840;1
klump;330;22.5;20.0;77.0;62.0;21.5;bygg;674357;674378;6581479;6581498;674368;6581488;0
klump;190;23.5;13.5;128.9;62.0;18.0;bygg;672963;672983;6581580;6581600;672974;6581592;0
klump;290;21.3;18.8;152.8;61.5;18.5;bygg;674655;674675;6580337;6580357;674665;6580347;0
klump;818;69.0;21.0;0.3;61.0;23.0;bygg+veg;677007;677026;6583006;6583067;677017;6583037;0
klump;886;67.0;30.6;158.9;60.5;6.0;bygg;671297;671334;6581766;6581823;671313;6581793;0
klump;601;41.3;20.7;10.3;60.5;18.5;bygg+veg;674111;674134;6582943;6582982;674123;6582962;0
klump;337;37.3;14.5;172.4;60.5;16.5;bygg;671189;671204;6581800;6581832;671196;6581816;0
klump;524;33.2;24.0;89.5;60.0;12.5;bygg+veg;673723;673753;6579052;6579077;673739;6579065;0
klump;650;75.7;23.7;151.0;59.0;23.0;bygg;673840;673883;6581056;6581112;673860;6581085;0
klump;693;35.1;31.6;69.1;58.5;9.0;bygg+veg;668649;668688;6582992;6583029;668668;6583011;1
klump;348;69.4;32.6;2.3;58.5;21.5;bygg+veg;674727;674758;6581360;6581433;674741;6581397;0
klump;691;54.4;19.5;176.5;58.0;12.0;bygg+veg;677536;677554;6576583;6576631;677545;6576607;0
klump;1203;76.3;23.0;1.4;58.0;15.0;bygg+veg;671685;671706;6580412;6580482;671696;6580447;0
klump;775;45.6;29.6;77.9;58.0;21.5;bygg+veg;672367;672414;6582732;6582767;672389;6582751;0
klump;569;32.5;25.7;15.9;58.0;16.5;bygg+veg;670271;670299;6584169;6584203;670285;6584184;0
klump;489;31.5;24.9;63.8;58.0;13.0;bygg+veg;669772;669802;6580783;6580809;669787;6580797;0
klump;970;55.6;34.6;150.8;56.5;23.0;bygg;674042;674086;6580902;6580952;674065;6580928;0
klump;78;12.2;10.2;33.0;56.5;13.5;bygg;677435;677445;6579286;6579297;677440;6579292;0
klump;616;49.0;23.4;13.2;56.0;16.5;bygg;670668;670690;6583859;6583903;670680;6583880;0
klump;170;30.5;21.9;70.1;56.0;18.5;bygg+veg;674420;674454;6580680;6580707;674438;6580694;0
klump;555;42.5;20.8;170.8;56.0;17.5;bygg;673807;673828;6578620;6578659;673817;6578640;0
klump;594;56.0;16.7;51.8;55.5;12.0;bygg+veg;671687;671733;6575147;6575188;671712;6575169;0
klump;878;45.9;30.3;55.1;55.0;21.5;bygg+veg;672725;672771;6582676;6582718;672748;6582697;1
klump;588;27.8;27.7;97.7;54.5;17.0;bygg+veg;675320;675347;6582417;6582444;675334;6582430;1
klump;403;84.2;36.1;38.1;54.5;14.0;bygg+veg;675689;675753;6577546;6577618;675717;6577579;0
klump;659;60.7;17.1;21.0;54.5;19.5;bygg;676252;676283;6581449;6581503;676268;6581477;0
klump;1155;99.6;19.5;87.4;54.5;18.0;bygg+veg;671835;671923;6580285;6580307;671879;6580296;0
klump;439;30.8;22.0;5.1;54.5;11.5;bygg+veg;678878;678898;6578319;6578346;678888;6578333;0
klump;177;37.9;27.4;75.6;54.5;18.5;bygg+veg;674524;674568;6580449;6580483;674543;6580466;0
klump;210;60.6;21.9;88.9;54.5;17.0;veg;675125;675183;6579565;6579595;675161;6579579;0
klump;48;8.6;7.6;36.7;54.0;20.5;bygg;673007;673014;6580867;6580874;673010;6580871;0
klump;450;38.1;19.0;32.8;53.5;12.0;bygg+veg;672667;672695;6577637;6577670;672682;6577653;1
klump;2023;70.5;50.3;65.0;53.5;23.0;bygg+veg;673772;673850;6580760;6580824;673810;6580792;1
klump;794;60.4;20.2;114.4;53.5;19.5;bygg;670700;670759;6585026;6585055;670727;6585039;1
klump;1037;86.5;22.1;60.4;53.5;23.0;bygg;673798;673867;6580733;6580782;673831;6580759;1
klump;688;43.5;25.1;65.7;53.0;16.5;bygg+veg;668421;668463;6583941;6583975;668442;6583959;0
klump;465;37.6;19.0;41.9;53.0;12.0;bygg+veg;672602;672633;6577574;6577606;672618;6577589;0
klump;493;28.9;26.7;122.5;53.0;15.5;bygg+veg;671648;671680;6581119;6581150;671664;6581135;0
klump;451;37.9;18.9;41.6;53.0;12.0;bygg;672635;672665;6577606;6577639;672651;6577622;0
klump;388;32.3;19.8;105.5;52.5;17.5;bygg+veg;676797;676831;6577734;6577757;676815;6577745;0
klump;363;28.0;19.7;165.4;52.5;21.5;bygg+veg;672490;672513;6582636;6582666;672501;6582651;0
klump;1449;97.0;27.5;88.5;52.0;26.0;bygg+veg;670437;670534;6585314;6585343;670483;6585332;0
klump;514;28.4;26.9;4.4;52.0;15.5;bygg+veg;671633;671664;6581173;6581204;671649;6581188;0
klump;490;37.1;19.9;18.2;52.0;12.0;bygg+veg;669416;669440;6581042;6581076;669428;6581059;0
klump;388;31.2;22.6;54.0;52.0;17.5;bygg+veg;667414;667440;6584549;6584574;667425;6584562;0
klump;641;47.1;20.6;32.8;51.5;14.5;bygg+veg;669008;669042;6584526;6584566;669026;6584546;0
klump;680;38.5;27.0;43.3;51.5;20.0;bygg;671424;671461;6581405;6581443;671442;6581424;0
klump;380;29.9;19.2;12.4;51.5;20.5;bygg+veg;672007;672027;6581325;6581352;672017;6581339;0
klump;287;23.1;19.7;139.2;51.5;21.5;bygg+veg;672435;672458;6582737;6582760;672446;6582748;0
klump;443;31.0;22.1;17.8;51.0;19.5;bygg+veg;673524;673550;6582184;6582215;673537;6582201;0
klump;490;31.8;23.8;6.1;51.0;8.5;bygg+veg;677936;677958;6578453;6578482;677947;6578468;0
klump;350;86.4;39.2;174.5;51.0;13.0;bygg+veg;673987;674036;6576734;6576818;674005;6576769;0
klump;43;9.7;7.0;174.8;51.0;16.5;bygg+veg;674877;674882;6579708;6579716;674880;6579712;1
klump;344;27.1;19.7;162.9;50.5;21.5;bygg+veg;672524;672546;6582577;6582605;672535;6582591;0
klump;1446;103.1;19.7;29.4;50.5;21.5;bygg+veg;672872;672929;6577978;6578062;672901;6578018;0
klump;386;25.9;23.9;20.6;50.5;13.5;bygg+veg;670831;670857;6576939;6576967;670845;6576953;0
klump;670;38.2;26.8;41.8;50.5;20.0;bygg;671460;671497;6581372;6581410;671479;6581391;0
klump;1221;77.6;26.3;35.3;50.0;15.5;bygg+veg;669115;669168;6584043;6584107;669141;6584075;0
klump;691;88.1;27.0;62.2;50.0;17.0;bygg+veg;672129;672202;6583003;6583050;672172;6583029;0
klump;873;58.0;22.2;107.5;50.0;17.5;bygg;676182;676234;6583097;6583129;676210;6583113;0
klump;367;25.9;21.6;176.2;50.0;15.0;bygg+veg;671668;671692;6578264;6578291;671680;6578277;0
klump;1662;115.7;28.4;88.6;49.5;17.5;bygg+veg;678743;678838;6579576;6579604;678791;6579589;0
klump;2195;104.5;33.1;57.6;49.5;20.0;bygg+veg;672416;672504;6582762;6582832;672459;6582797;1
klump;691;35.3;31.0;130.6;49.5;18.5;bygg+veg;668711;668748;6582937;6582973;668729;6582955;0
klump;637;38.1;24.6;57.9;49.5;20.5;bygg;671795;671832;6581339;6581370;671814;6581354;0
klump;640;46.4;20.8;32.7;49.5;14.5;bygg+veg;669015;669048;6584485;6584526;669031;6584506;0
klump;133;32.2;17.4;139.9;49.5;0.0;veg;674515;674544;6584817;6584844;674530;6584833;1
klump;1597;121.3;19.5;17.2;49.0;12.0;bygg+veg;671201;671247;6584268;6584373;671224;6584319;1
klump;849;38.6;29.8;123.1;49.0;18.5;bygg+veg;675698;675735;6576886;6576915;675716;6576901;0
klump;393;34.9;17.7;108.5;49.0;18.0;bygg+veg;677727;677758;6578486;6578508;677743;6578497;0
klump;208;18.7;17.5;171.5;49.0;15.5;bygg;673503;673522;6585092;6585110;673513;6585100;0
klump;1677;101.4;39.4;55.9;49.0;16.5;bygg+veg;670352;670435;6584181;6584248;670395;6584213;0
klump;364;36.0;15.7;115.1;49.0;17.5;bygg;676727;676762;6577716;6577738;676744;6577727;0
klump;550;72.6;35.6;36.6;49.0;22.0;bygg;669234;669281;6583280;6583334;669258;6583305;1
klump;155;14.8;14.2;171.5;49.0;10.5;bygg;674822;674835;6582804;6582819;674828;6582812;0
klump;105;12.2;11.4;141.8;49.0;17.0;bygg+veg;674519;674529;6579585;6579596;674524;6579590;0
klump;82;12.3;11.8;84.3;49.0;21.0;bygg;672550;672563;6581468;6581481;672556;6581474;0
klump;150;20.7;12.2;95.4;49.0;17.0;bygg+veg;674356;674377;6579761;6579773;674369;6579767;0
klump;375;30.0;19.0;178.3;48.5;11.5;bygg+veg;667172;667188;6581353;6581379;667180;6581366;0
klump;308;24.6;19.3;165.1;48.5;21.5;bygg+veg;672660;672682;6582692;6582717;672671;6582705;0
klump;973;43.7;40.2;129.3;48.5;21.5;veg;672580;672627;6578662;6578710;672604;6578687;1
klump;211;25.2;15.2;160.8;48.5;20.5;bygg+veg;673208;673227;6579201;6579224;673217;6579212;0
klump;91;14.6;10.8;104.9;48.5;21.5;bygg;672662;672677;6582565;6582577;672668;6582571;0
klump;44;8.0;7.3;85.6;48.5;17.0;bygg;674706;674714;6579668;6579675;674710;6579671;0
klump;523;44.0;19.3;35.7;48.0;20.0;bygg+veg;671497;671530;6581255;6581293;671513;6581274;0
klump;335;27.1;19.3;165.2;48.0;21.5;bygg+veg;672506;672528;6582652;6582681;672517;6582666;0
klump;116;27.1;21.4;136.2;48.0;11.5;veg;674245;674272;6585076;6585099;674261;6585088;0
klump;586;38.5;23.8;18.1;48.0;12.0;bygg+veg;671396;671421;6578818;6578852;671409;6578835;0
klump;2140;114.2;30.3;169.8;47.5;25.0;bygg;674477;674519;6580985;6581087;674502;6581044;0
klump;282;21.8;19.8;130.5;47.5;15.5;bygg+veg;671521;671544;6581233;6581258;671531;6581245;1
klump;1679;107.9;31.7;58.3;47.5;20.0;bygg+veg;672504;672591;6582818;6582885;672548;6582851;0
klump;499;27.9;26.9;13.9;47.5;15.5;bygg+veg;671606;671636;6581198;6581229;671621;6581214;0
klump;1305;115.0;29.5;95.1;47.5;10.0;bygg+veg;676924;677027;6578981;6579018;676972;6579001;0
klump;619;45.7;21.4;43.7;47.5;15.5;bygg+veg;671544;671581;6581212;6581250;671562;6581231;1
klump;434;28.5;24.4;5.5;47.5;22.0;bygg+veg;669766;669788;6583670;6583696;669777;6583683;0
klump;233;129.3;16.5;134.3;47.5;6.5;veg;675210;675299;6584548;6584634;675257;6584595;0
klump;57;9.4;9.0;80.0;47.5;17.0;bygg;674365;674374;6579791;6579799;674370;6579795;0
klump;47;14.2;6.5;16.9;47.5;15.5;veg;673443;673451;6585311;6585323;673447;6585316;0
klump;824;77.4;26.2;96.1;47.0;19.5;bygg+veg;670764;670838;6584897;6584930;670801;6584914;0
klump;2585;353.5;29.6;155.1;47.0;10.5;bygg+veg;671347;671494;6582538;6582790;671431;6582668;1
klump;783;72.6;18.0;82.1;47.0;20.0;bygg+veg;672645;672706;6583141;6583163;672678;6583151;0
